time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
338326.407,E3,P471,0.40336,0.0024355585714285716,5766.223,1050.009,1.4889,10.263,0.9744550212454829,0.0,Hit+Run
347000.198,E10,E5,0.14002,0.0735,4052.507,3269.060,1.0445,5.0394,0.9200321923999569,0.0,Hit+Run
608946.807,E9,E11,0.07894000000000001,0.020565714285714288,3347.800,2138.167,1.7182,6.5377,0.8021098001498651,0.0,Hit+Run
942490.585,M3,P664,0.05,0.0024355585714285716,2875.083,1050.009,3.8402,12.540,0.685608724124497,0.0,Merge
1290373.699,M2,P693,0.05,0.0024355585714285716,2875.083,1050.009,11.288,36.860,0.4079957898903257,0.02605128205128205,Fragment
1318190.621,E5,P83,0.0735,0.0024355585714285716,3269.060,1050.009,1.8907,7.0828,0.24500524402534957,0.0,Merge
1318386.434,P7,P572,0.0024355585714285716,0.0024355585714285716,1050.009,1050.009,12.366,16.827,0.75165,0.0,Graze+Frag
1981506.595,E15,P511,0.11428,0.0024355585714285716,3787.191,1050.009,1.5723,6.9001,0.8637287024881007,0.0,Hit+Run
2017593.515,E12,E4,0.09854,0.0574,3604.663,3010.448,1.8363,7.9654,0.22237918540766494,0.04559174159174159,Fragment
2027480.152,E14,P518,0.044980000000000006,0.0024355585714285716,2775.451,1050.009,2.2818,7.1771,0.8657638953861821,0.0,Hit+Run
2091727.224,E10,P175,0.14002,0.0024355585714285716,4052.507,1050.009,1.0973,5.1800,0.5206888660012798,0.0,Merge
2349263.42,E3,P421,0.40336,0.0024355585714285716,5766.223,1050.009,1.9813,13.658,0.9022950999743311,0.0,Hit+Run
2454748.895,E3,P421,0.40336,0.0024355585714285716,5766.223,1050.009,1.0981,7.5697,0.9465385218088123,0.0,Hit+Run
2877128.581,E8,P631,0.11363999999999999,0.0024355585714285716,3780.108,1050.009,3.2445,14.210,0.8679949459658534,0.0,Hit+Run
3435307.908,E11,P355,0.020565714285714288,0.0024355585714285716,2138.167,1050.009,6.5951,15.826,0.08758756387989947,0.016673519813519815,Fragment
3769548.524,E3,P716,0.40336,0.0024355585714285716,5766.223,1050.009,2.6833,18.497,0.20472099586891818,0.0,Merge
4017919.807,P26,P626,0.0024355585714285716,0.0024355585714285716,1050.009,1050.009,22.441,30.536,0.69765,0.0,Graze+Frag
4198661.113,E13,P201,0.02222,0.0024355585714285716,2194.026,1050.009,1.6568,4.0807,0.3045496485826149,0.0,Merge
4224155.622,E12,P171,0.1103482584082584,0.0024355585714285716,3743.251,1050.009,2.4588,10.655,0.15884328014761454,0.0,Merge
4569655.66,M0,M2,0.05,0.02638427652014652,2875.083,2323.319,3.6335,12.443,0.8762297121644212,0.0,Hit+Run
4616088.008,M0,M2,0.05,0.02638427652014652,2875.083,2323.319,1.2896,4.4165,0.5388566613405261,0.0,Merge
4737614.107,P27,P214,0.0024355585714285716,0.0024355585714285716,1050.009,1050.009,22.311,30.358,0.67875,0.0,Graze+Frag
5351699.214,M0,P669,0.07638427652014652,0.0024355585714285716,3311.274,1050.009,9.8403,37.374,0.6812687150693213,0.008934731934731936,Fragment
5431874.019,M0,FRAG0016,0.06988510315684317,0.008934731934731936,3214.563,1619.400,1.628,5.8732,0.9457563293286438,0.0,Hit+Run
5633076.494,E6,P299,0.08018000000000002,0.0024355585714285716,3365.238,1050.009,4.8006,18.552,0.7631001809799044,0.0,Hit+Run
5759247.687,E3,P718,0.40579555857142857,0.0024355585714285716,5777.805,1050.009,5.1415,35.518,0.96367060702892,0.0,Hit+Run
5823183.782,M0,FRAG0016,0.06988510315684317,0.008934731934731936,3214.563,1619.400,1.2412,4.4778,0.5452961538809507,0.0,Merge
6111113.593,E3,P570,0.40579555857142857,0.0024355585714285716,5777.805,1050.009,1.9694,13.605,0.5269386081813386,0.0,Merge
6674999.179,M3,P317,0.05243555857142857,0.0024355585714285716,2921.028,1050.009,5.3477,17.760,0.8888785675477656,0.0,Hit+Run
6678188.419,M3,P317,0.05243555857142857,0.0024355585714285716,2921.028,1050.009,1.0542,3.5010,0.541683364069989,0.0,Merge
6768012.727,E3,P668,0.40823111714285715,0.0024355585714285716,5789.342,1050.009,2.6772,18.534,0.5684081257418854,0.0,Merge
6806795.389,E19,P526,0.041620000000000004,0.0024355585714285716,2704.547,1050.009,8.7593,26.806,0.846972492865472,0.0,Hit+Run
7203165.261,E13,P206,0.024655558571428572,0.0024355585714285716,2271.427,1050.009,9.3987,23.981,0.9079726004702099,0.0,Hit+Run
7210222.864,E10,P199,0.14245555857142858,0.0024355585714285716,4075.869,1050.009,4.5829,21.768,0.8544737702726799,0.0,Hit+Run
7235285.837,E3,P791,0.4106666757142857,0.0024355585714285716,5800.832,1050.009,3.1841,22.090,0.6397912588716121,0.0,Merge
7259259.671,M1,FRAG0003,0.05,0.0065128205128205125,2875.083,1457.416,6.2782,20.258,0.12509020595011713,0.04275524475524475,Fragment
7318309.949,M1,FRAG0022,0.01375757575757576,0.006107892107892108,1869.998,1426.563,1.8254,4.0034,0.9680244303241866,0.0,Hit+Run
7357815.863,M0,FRAG0023,0.0788198350915751,0.006107892107892108,3346.100,1426.563,5.1307,19.336,0.933861345511221,0.0,Hit+Run
