time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
11146.761,E8,P121,0.11363999999999999,0.0024355585714285716,3780.108,1050.009,1.1203,4.9066,0.9035255298147847,0.0,Hit+Run
14346.459,M1,P491,0.05,0.0024355585714285716,2875.083,1050.009,1.5876,5.1842,0.7724817953650582,0.0,Hit+Run
18861.069,M1,P491,0.05,0.0024355585714285716,2875.083,1050.009,1.0474,3.4202,0.4659355869824707,0.0,Merge
47944.53,E3,E9,0.40336,0.07894000000000001,5766.223,3347.800,1.0508,6.8293,0.3356978421140993,0.01731968031968032,Fragment
48011.282,E3,FRAG0003,0.46498031968031966,0.005773226773226774,6046.054,1400.017,1.0439,7.4156,0.8431590711380215,0.0,Hit+Run
102941.32,E3,P156,0.46498031968031966,0.0024355585714285716,6046.054,1050.009,1.3321,9.6591,0.5195674429035764,0.0,Merge
272089.55,M0,P342,0.05,0.0024355585714285716,2875.083,1050.009,7.9293,25.892,0.8775205678431061,0.0,Hit+Run
297282.129,M0,P371,0.05,0.0024355585714285716,2875.083,1050.009,4.981,16.265,0.47684965748402514,0.0,Merge
383971.629,E0,P196,0.4524555555544456,0.0024355585714285716,5991.273,1050.009,1.5551,11.167,0.7403490004801504,0.0,Merge
434380.15,M0,P840,0.05243555857142857,0.0024355585714285716,2921.028,1050.009,6.9974,23.238,0.6575376957389504,0.00594039294039294,Fragment
448949.211,M1,P342,0.05243555857142857,0.0024355585714285716,2921.028,1050.009,2.199,7.3030,0.9289678442205173,0.0,Hit+Run
464560.844,M0,FRAG0004,0.0489307242024642,0.00594039294039294,2854.440,1413.401,1.0552,3.3803,0.8260660956860948,0.0,Hit+Run
474347.653,E1,P603,0.23462666666666668,0.0024355585714285716,4813.411,1050.009,2.8138,15.984,0.4625895352425471,0.0,Merge
493871.736,E0,P320,0.4548911141258742,0.0024355585714285716,6002.004,1050.009,2.82,20.289,0.6966294259270902,0.0,Merge
631800.242,E4,P303,0.0574,0.0024355585714285716,3010.448,1050.009,2.5935,8.8947,0.41718918577806957,0.0,Merge
634756.645,E6,P341,0.08018000000000002,0.0024355585714285716,3365.238,1050.009,3.7881,14.639,0.36158082886223186,0.0,Merge
638196.67,E0,M2,0.45732667269730276,0.05,6012.697,2875.083,1.2925,8.7243,0.9272283919632058,0.0,Hit+Run
640191.039,E0,M2,0.45732667269730276,0.05,6012.697,2875.083,1.0372,7.0011,0.33933880155314755,0.008057942057942058,Fragment
640981.871,M0,P485,0.0489307242024642,0.0024355585714285716,2854.440,1050.009,7.5171,24.359,0.3677300265881191,0.01175100899100899,Fragment
641845.8,M0,FRAG0007,0.03961536702297702,0.005875457875457875,2660.409,1408.232,1.1304,3.3769,0.5738462908336202,0.0,Merge
654573.393,E7,P318,0.024059999999999998,0.0024355585714285716,2252.988,1050.009,25.952,65.669,0.9195445024384725,0.0,Graze+Frag
739718.536,E0,E1,0.4992687306393607,0.23706222523809525,6191.159,4830.009,1.1176,8.1614,0.5990519210772616,0.029125454545454548,Graze+Merge
