time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
48967.445,E10,P274,0.26816450086700444,0.0025,5032.621,1059.189,1.5689,9.3431,0.5902691019903897,0.0,Merge
101668.358,E15,P150,0.25417030243088823,0.0025,4943.510,1059.189,1.368,7.9920,0.0715662998985227,0.0,Merge
111123.306,E40,P489,0.15132577351840695,0.0025,4158.769,1059.189,1.0938,5.3059,0.7494291467210374,0.0,Merge
140901.516,E8,P88,0.20257612667874114,0.0025,4583.423,1059.189,2.0054,10.801,0.44164061992362913,0.0,Merge
180374.498,E5,P398,0.035,0.0025,2552.798,1059.189,2.2904,6.5934,0.8567309590938194,0.0,Hit+Run
241868.515,E33,P369,0.027500000000000004,0.0025,2355.617,1059.189,1.6367,4.3341,0.28834659388166806,0.0,Merge
271419.771,E15,FRAG1006,0.25667030243088823,0.006663440383668812,4959.665,1468.565,1.5824,9.0485,0.4910879899255938,0.0,Merge
274155.933,E56,P812,0.027500000000000004,0.0025,2355.617,1059.189,2.5516,6.7569,0.5192308163031856,0.0,Merge
280735.951,E70,P599,0.025,0.0025,2281.955,1059.189,1.1194,2.8692,0.8419851247084975,0.0,Hit+Run
320520.588,E5,P231,0.035,0.0025,2552.798,1059.189,2.7708,7.9763,0.4517591396244592,0.0,Merge
349211.104,E8,E0,0.20507612667874114,0.059173119232662406,4602.200,3041.132,1.0295,5.4081,0.7509033502640169,0.0,Graze+Merge
367637.354,E29,P52,0.11610690272135668,0.0025,3807.265,1059.189,1.8129,7.9961,0.23032348544290618,0.0,Merge
407674.543,E40,P551,0.15382577351840696,0.0025,4181.546,1059.189,1.2309,6.0061,0.5503067338825413,0.0,Merge
423918.422,E15,P189,0.263333742814557,0.0025,5002.218,1059.189,1.9502,11.538,0.7962077630007253,0.0,Merge
446780.633,E40,E36,0.15632577351840696,0.027500000000000004,4204.077,2355.617,1.0014,4.7361,0.9454487205351921,0.0,Graze+Merge
462589.3,E31,P149,0.07000000000000003,0.0025,3216.324,1059.189,1.2407,4.5645,0.7941673031226528,0.0,Hit+Run
485562.979,E31,P133,0.07000000000000003,0.0025000000000000022,3216.324,1059.189,2.412,8.8737,0.7635500735715568,0.0,Hit+Run
489115.779,E10,P137,0.27066450086700444,0.002500000000000014,5048.212,1059.189,1.0696,6.3909,0.9594029976721041,0.0,Hit+Run
496563.66,E5,P55,0.037500000000000006,0.0025,2612.187,1059.189,3.0668,9.0439,0.6712296942687138,0.0,Merge
505075.332,P19,P98,0.0025,0.0025,1059.189,1059.189,14.970,20.548,0.82045,0.0,Graze+Frag
515011.232,E10,P138,0.27066450086700444,0.002500000000000014,5048.212,1059.189,1.1288,6.7446,0.8178110846013438,0.0,Merge
522974.055,E40,P471,0.18382577351840695,0.0025,4437.407,1059.189,1.5036,7.8213,0.9718287001481829,0.0,Hit+Run
574788.7,E31,P236,0.07000000000000003,0.0025,3216.324,1059.189,1.9685,7.2421,0.9434168938582163,0.0,Hit+Run
577883.444,E50,P144,0.027500000000000004,0.0025,2355.617,1059.189,1.0861,2.8761,0.2949689079995245,0.0,Merge
633834.521,E10,P26,0.27316450086700444,0.0025,5063.707,1059.189,1.4615,8.7612,0.8869699872974047,0.0,Hit+Run
655515.319,E21,P399,0.027500000000000004,0.0025,2355.617,1059.189,3.2227,8.5340,0.26171937253278676,0.0,Merge
669480.747,E31,E43,0.07000000000000003,0.027500000000000004,3216.324,2355.617,1.5983,5.9733,0.9208643265262545,0.0,Hit+Run
695045.147,E31,P296,0.07000000000000003,0.0025,3216.324,1059.189,1.8864,6.9401,0.7941673031226528,0.0,Hit+Run
746841.766,P7,P699,0.005,0.0025,1334.495,1059.189,4.6672,7.3809,0.3478841595687482,0.0071551914751914756,Fragment
831030.607,P19,P23,0.005,0.0025,1334.495,1059.189,10.798,17.077,0.8375422642950807,0.0,Graze+Frag
849306.688,E21,P145,0.030000000000000002,0.0024999999999999905,2424.939,1059.189,3.2318,8.8185,0.3783433292861594,0.0,Merge
890001.899,E8,FRAG1009,0.26424924591140353,0.010048454861643295,5008.009,1684.070,1.9919,11.393,0.8344087972357832,0.0,Hit+Run
903042.329,E5,P373,0.04000000000000001,0.0025,2668.991,1059.189,3.1756,9.5791,0.17854454883788748,0.0,Merge
1048517.891,E40,P376,0.18382577351840695,0.0025,4437.407,1059.189,1.1114,5.7811,0.4620182464651978,0.0,Merge
1232605.147,E29,P302,0.11860690272135668,0.0025000000000000022,3834.397,1059.189,1.3582,6.0365,0.952568473545643,0.0,Hit+Run
1269419.367,E10,P223,0.27316450086700444,0.0025,5063.707,1059.189,1.1418,6.8447,0.5308587737493744,0.0,Merge
