time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
25616.296,E10,E8,0.14002,0.11363999999999999,4052.507,3780.108,0.9998,5.0832,0.8127143173306263,0.0,Perfect
200489.132,E10,P554,0.25366,0.0024355585714285716,4940.199,1050.009,1.1693,6.8306,0.7197264554135562,0.0,Merge
224813.73,E3,P541,0.40336,0.0024355585714285716,5766.223,1050.009,1.1104,7.6545,0.7301433534481954,0.0,Merge
411385.754,E9,P107,0.07894000000000001,0.0024355585714285716,3347.800,1050.009,1.078,4.1429,0.6108210415207181,0.0,Merge
444365.499,E2,P750,0.021560000000000003,0.0024355585714285716,2172.084,1050.009,1.9718,4.8074,0.7353322414409785,0.0,Hit+Run
444904.932,E15,E17,0.11428,0.040959999999999996,3787.191,2690.174,1.0716,4.6869,0.595906635752979,0.0,Graze+Merge
521023.735,E13,P819,0.02222,0.0024355585714285716,2194.026,1050.009,1.9746,4.8635,0.5586453691522094,0.0,Merge
523132.016,E3,P231,0.40579555857142857,0.0024355585714285716,5777.805,1050.009,1.2799,8.8418,0.8779489416864283,0.0,Hit+Run
701837.494,E6,P199,0.08018000000000002,0.0024355585714285716,3365.238,1050.009,2.679,10.353,0.7573837892925799,0.0,Merge
807683.048,E2,P159,0.021560000000000003,0.0024355585714285716,2172.084,1050.009,3.3847,8.2522,0.16880014049946923,0.0,Merge
813001.477,E11,P686,0.020565714285714288,0.0024355585714285716,2138.167,1050.009,3.8568,9.2552,0.6974813662717876,0.0,Hit+Run
871979.368,E22,P422,0.023440000000000003,0.0024355585714285716,2233.467,1050.009,1.2781,3.2055,0.8376836788963197,0.0,Hit+Run
881956.906,E19,P721,0.041620000000000004,0.0024355585714285716,2704.547,1050.009,2.7625,8.4543,0.7685277705716722,0.0,Hit+Run
1005683.266,E12,P149,0.09854,0.0024355585714285716,3604.663,1050.009,1.4244,5.9272,0.2887805217795904,0.0,Merge
1241908.441,E3,P842,0.40579555857142857,0.0024355585714285716,5777.805,1050.009,1.3093,9.0450,0.6482013391149919,0.0,Merge
1273208.49,E3,P183,0.40823111714285715,0.0024355585714285716,5789.342,1050.009,1.4032,9.7143,0.36042915851212926,0.0,Merge
1359712.145,E10,P65,0.25609555857142857,0.0024355585714285716,4955.960,1050.009,1.36,7.9718,0.7389418222489471,0.0,Merge
1849630.303,M4,P307,0.05,0.0024355585714285716,2875.083,1050.009,2.3603,7.7074,0.8511510015306255,0.0,Hit+Run
2082092.4,E5,P469,0.0735,0.0024355585714285716,3269.060,1050.009,1.698,6.3609,0.5926447515349049,0.0,Merge
2116531.508,E4,P652,0.0574,0.0024355585714285716,3010.448,1050.009,3.6369,12.473,0.08177708759786932,0.0,Merge
2136576.457,E11,P295,0.020565714285714288,0.0024355585714285716,2138.167,1050.009,3.0946,7.4261,0.7055292281903082,0.0,Hit+Run
2223872.001,E16,P437,0.04256,0.0024355585714285716,2724.756,1050.009,3.7975,11.713,0.10582093611234744,0.0,Merge
2408192.211,M4,P581,0.05,0.0024355585714285716,2875.083,1050.009,3.9018,12.741,0.5860636112948826,0.0,Merge
2441048.946,E7,P734,0.024059999999999998,0.0024355585714285716,2252.988,1050.009,1.0128,2.5627,0.930867430070309,0.0,Graze+Merge
2453514.817,M0,P664,0.05,0.0024355585714285716,2875.083,1050.009,11.576,37.803,0.6969622873979262,0.013068265068265068,Fragment
2484994.3,E19,P272,0.041620000000000004,0.0024355585714285716,2704.547,1050.009,2.9523,9.0352,0.8451716498376072,0.0,Hit+Run
2487490.155,M0,FRAG0002,0.0393672935031635,0.006534132534132534,2654.844,1459.004,1.1746,3.5053,0.7961599660460347,0.0,Hit+Run
2501885.594,E9,P686,0.08137555857142859,0.0024355585714285716,3381.882,1050.009,2.258,8.7727,0.23930146865508586,0.0,Merge
2679737.117,E3,E11,0.4106666757142857,0.020565714285714288,5800.832,2138.167,1.0438,6.8730,0.4248147019073273,0.0,Merge
