time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
102904.893,E52,P288,0.0642334106263745,0.0025,3125.461,1059.189,1.2764,4.5539,0.8223972160535499,0.0,Hit+Run
134692.507,E6,E19,0.1809488068152215,0.0475,4414.136,2826.344,1.0923,5.4816,0.5950153570571535,0.0058296237096237095,Fragment
137164.275,E9,P408,0.0975,0.0025,3591.937,1059.189,2.7711,11.479,0.7472507837172535,0.0,Merge
180642.33,E30,P440,0.03250000000000001,0.0025,2490.510,1059.189,2.2367,6.2748,0.24205593975317508,0.0,Merge
263620.793,E27,P528,0.037500000000000006,0.0025,2612.187,1059.189,1.5901,4.6891,0.1324814172915354,0.0,Merge
487755.807,E6,E4,0.22261930298571767,0.1599999999999999,4729.858,4236.759,1.0185,5.9441,0.23684585792311755,0.03620979020979021,Fragment
517194.069,E6,P83,0.34640951277592735,0.0024999999999999905,5480.966,1059.189,1.2983,8.4721,0.35281829860666525,0.0,Merge
539201.537,P0,P4,0.0075,0.0025,1527.616,1059.189,14.180,24.908,0.6275093307584247,0.0,Graze+Frag
589574.301,E46,P560,0.14999999999999997,0.0025,4146.588,1059.189,1.4995,7.2509,0.736715888539363,0.0,Merge
664023.815,E6,P271,0.34890951277592736,0.0025,5494.119,1059.189,1.3909,9.0997,0.4687345005794908,0.0,Merge
726588.565,E26,P118,0.05,0.0025,2875.083,1059.189,8.0577,26.297,0.19548332669840626,0.013907425907425908,Fragment
797428.849,E9,P442,0.1,0.0025,3622.378,1059.189,2.0288,8.4813,0.8478787496244395,0.0,Hit+Run
1025257.64,E6,FRAG0002,0.35140951277592736,0.006034965034965035,5507.210,1420.862,1.0575,6.7863,0.48616835872259545,0.0,Merge
1150594.773,E37,P417,0.065,0.0025,3137.846,1059.189,4.5468,16.290,0.5696969700802081,0.0,Merge
1227336.574,E31,E29,0.11499999999999998,0.027500000000000004,3795.128,2355.617,1.4697,6.3201,0.42025179163813636,0.010844821844821845,Fragment
1249084.168,E6,P198,0.3574444778108924,0.0025000000000000022,5538.558,1059.189,2.8311,18.682,0.8639741842489473,0.0,Hit+Run
1740037.118,E31,FRAG0010,0.13165517815517813,0.010844821844821845,3970.146,1727.433,1.2111,5.4112,0.7480981786483958,0.0,Hit+Run
2157760.796,P0,P95,0.01,0.0025,1681.359,1059.189,5.1379,9.8034,0.7300176794394283,0.0,Graze+Frag
2283947.15,E2,P501,0.07,0.0025,3216.324,1059.189,3.0572,11.247,0.5921086334070664,0.0,Merge
2358523.681,E8,P287,0.12499999999999996,0.0025000000000000022,3902.089,1059.189,1.2631,5.7207,0.39341164895129527,0.0,Merge
2430430.928,P25,P611,0.0025,0.0025,1059.189,1059.189,28.547,39.183,0.43615,0.0,Merge
2498428.795,P40,P377,0.0025,0.0025,1059.189,1059.189,18.738,25.720,0.89745,0.0,Graze+Frag
2509004.62,E26,P43,0.0385925740925741,0.0025,2637.313,1059.189,6.1164,18.219,0.5240375938521389,0.00872895770895771,Fragment
2724614.839,E30,P648,0.03500000000000001,0.0025,2552.798,1059.189,3.942,11.347,0.799412958118313,0.0,Hit+Run
2741493.27,E14,E26,0.1275,0.03236363636363637,3927.931,2487.021,2.0663,9.2157,0.704093721211355,0.024872460872460873,Hit+Run+Frag
2767751.243,E26,FRAG0014,0.007491508491508492,0.006218115218115218,1527.039,1435.093,0.9926,1.9078,0.8566916187321032,0.0,Perfect
2805561.315,E2,P152,0.07250000000000001,0.0025,3254.167,1059.189,5.0882,18.955,0.4543234899500779,0.0,Merge
2821194.889,E14,E26,0.12749966699966703,0.013709623709623711,3927.928,1867.822,1.3342,5.8837,0.6025657220167003,0.0,Merge
3044455.034,P32,P186,0.0025,0.0025000000000000022,1059.189,1059.189,9.8942,13.580,0.8834999999999997,0.0,Hit+Run
3062730.64,E14,P67,0.14120929070929072,0.0025,4063.949,1059.189,3.6207,17.132,0.39440575100213354,0.0,Merge
3452912.663,E14,FRAG0013,0.14370929070929073,0.006218115218115218,4087.792,1435.093,1.9274,8.9719,0.6052988969008639,0.0,Merge
3485672.643,E14,P134,0.14992740592740594,0.0025,4145.919,1059.189,3.1734,15.342,0.7022824870024745,0.0,Merge
3540544.469,P42,P60,0.0024999999999999905,0.0025,1059.189,1059.189,34.134,46.852,0.7134999999999996,0.0,Graze+Frag
3622676.958,E52,P261,0.0642334106263745,0.0025,3125.461,1059.189,2.7942,9.9691,0.2126387134778364,0.0,Merge
3654250.598,E6,P442,0.3574444778108924,0.0025,5538.558,1059.189,1.6707,11.024,0.6605725666396199,0.0,Merge
3713640.323,E8,P250,0.12749999999999995,0.0025,3927.931,1059.189,3.2428,14.791,0.9661672831254352,0.0,Hit+Run
3880296.701,E6,P40,0.3599444778108924,0.005,5551.440,1334.495,3.0147,19.608,0.9671172966576702,0.0,Hit+Run
3901177.257,E14,FRAG0001,0.15242740592740595,0.00582950382950383,4168.836,1404.551,3.482,16.577,0.9749296784469497,0.0,Hit+Run
4029619.916,E6,E8,0.3599444778108924,0.12749999999999995,5551.440,3927.931,1.4521,9.3030,0.737547183241161,0.010715651015651015,Hit+Run
4073314.455,E6,E8,0.3599444778108924,0.12749999999999995,5551.440,3927.931,1.1074,7.0947,0.729992507471897,0.006664875124875125,Hit+Run
4087758.289,P42,P334,0.005,0.0025,1334.495,1059.189,7.4754,11.821,0.6818306524881074,0.006963376623376623,Graze+Frag
4438437.134,E14,P127,0.15242740592740595,0.0025000000000000022,4168.836,1059.189,3.9634,19.276,0.41361219548113304,0.0,Merge
4457579.415,E14,P394,0.15492740592740595,0.0025,4191.504,1059.189,3.666,17.934,0.9794050877582315,0.0,Hit+Run
4542804.276,E6,P394,0.3599444778108924,0.0025,5551.440,1059.189,1.1157,7.3808,0.7681419584554755,0.0,Merge
4633045.29,P18,FRAG0001,0.0025,0.00582950382950383,1059.189,1404.551,6.4045,10.520,0.8915497159145729,0.0,Hit+Run
4645172.445,P21,P296,0.0025,0.0025,1059.189,1059.189,9.7661,13.404,0.86895,0.0,Hit+Run
4709879.669,E31,P558,0.13165517815517813,0.0025,3970.146,1059.189,2.4566,11.335,0.8367615208593573,0.0,Hit+Run
4732804.476,E6,P44,0.3624444778108924,0.0025,5564.263,1059.189,2.5499,16.910,0.832020122204165,0.0,Merge
4828010.563,P41,P190,0.0025000000000000022,0.0025,1059.189,1059.189,11.989,16.456,0.9233000000000001,0.0,Hit+Run
