time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
48673.202,FRAG1025,FRAG1033,0.009468213463033094,0.005729026153027795,1651.010,1396.435,8.2968,16.553,0.3291786339297358,0.015091461871461872,Fragment
586692.181,NEPTUNE,K459,16.06942390942391,0.02,19693.69,2118.379,0.9998,24.260,0.5396516267855866,0.0,Perfect
596672.227,NEPTUNE,K385,16.08942390942391,0.02,19701.86,2118.379,0.9999,24.273,0.9331644812257918,0.0,Perfect
628238.06,NEPTUNE,K474,16.10942390942391,0.02,19710.02,2118.379,1.0001,24.288,0.6832645820436363,0.0,Merge
628746.026,E31,E159,0.34208005224234966,0.0055501304525676295,5458.036,1381.746,1.0755,6.8502,0.7276017334580759,0.0,Merge
681776.712,NEPTUNE,K346,16.12942390942391,0.02,19718.17,2118.379,1.0002,24.301,0.4601633460104376,0.0,Merge
780876.271,E376,E71,0.12992783732728605,0.005,3952.706,1334.495,2.8536,12.879,0.6370290194880522,0.0,Merge
817023.725,E31,E245,0.3476301826949173,0.01,5487.396,1681.359,1.2624,7.9661,0.25558712785924786,0.0,Merge
923707.053,FRAG1034,E257,0.010539649171472008,0.005000000000000026,1711.075,1334.495,3.0858,6.2274,0.9593710004325995,0.0,Hit+Run
926702.08,E11,E262,0.010000000000000007,0.005,1681.359,1334.495,5.7364,11.429,0.7809553376985616,0.0,Hit+Run
1017067.475,E52,FRAG1030,0.01,0.006000533781305008,1681.359,1418.155,4.3713,8.8733,0.994978091296521,0.0,Hit+Run
1044600.988,FRAG1025,FRAG1039,0.00552790894673022,0.005527805527805528,1379.899,1379.890,7.6839,13.740,0.2990509324719055,0.010974352314352315,Fragment
1430275.684,NEPTUNE,K682,16.14942390942391,0.02,19726.32,2118.379,0.9999,24.304,0.0679075157969208,0.0,Perfect
1499782.008,E178,E380,0.046635686421993006,0.005,2809.096,1334.495,1.8557,5.8526,0.4607941046283733,0.0,Merge
1586858.178,FRAG1007,E363,0.005709048452636464,0.005000000000000026,1394.810,1334.495,9.3026,16.463,0.7880892875805224,0.0,Graze+Frag
1637781.037,E275,E289,0.7260155433866203,0.010000000000000007,7014.162,1681.359,1.1849,9.7394,0.4888243165058454,0.0,Merge
1686890.243,E196,E40,0.010000000000000004,0.005879535640434686,1681.359,1408.558,3.356,6.7971,0.802829626273393,0.0,Hit+Run
1710354.332,E278,FRAG0001,0.005,0.00966933066933067,1334.495,1662.618,7.9107,15.636,0.904011760053942,0.0,Hit+Run
1938512.634,E275,E257,0.7360155433866203,0.005000000000000026,7046.219,1334.495,1.2109,10.172,0.7091019554599699,0.0,Merge
2014302.648,E97,E196,0.013942318388640476,0.010000000000000004,1878.331,1681.359,1.4929,3.4591,0.7913422170449392,0.0,Hit+Run
2029763.385,E275,E10,0.7410155433866203,0.01,7062.139,1681.359,1.1576,9.5851,0.7707898075746581,0.0,Merge
2030698.988,FRAG1022,FRAG1029,0.006373488119855102,0.005619537317015338,1446.947,1387.482,8.1501,14.977,0.4431052548314502,0.006465201465201465,Fragment
2111865.739,E209,E388,0.01,0.005527805527805524,1681.359,1379.890,3.9737,7.9957,0.7870051463154555,0.0,Hit+Run
2125292.335,E18,FRAG1010,0.01,0.008970543039275677,1681.359,1621.561,4.3126,9.2339,0.9026514509697682,0.0,Hit+Run
2364975.239,NEPTUNE,K775,16.16942390942391,0.02,19734.46,2118.379,1.0006,24.332,0.21673478345727867,0.0,Merge
2398459.672,E31,E388,0.3576301826949173,0.005527805527805524,5539.517,1379.890,1.1894,7.6983,0.36658408583758534,0.0,Merge
2420171.757,E31,FRAG1022,0.3631579882227228,0.005527823971668975,5567.912,1379.892,1.175,7.6471,0.44469219050332986,0.0,Merge
2439765.21,E275,E156,0.7510155433866204,0.005,7093.765,1334.495,1.4193,12.009,0.8987290020031181,0.0,Hit+Run
2497576.189,E126,E130,0.005000000000000026,0.005,1334.495,1334.495,7.1612,12.384,0.8892000000000009,0.0,Hit+Run
2621897.48,E376,FRAG1010,0.13492783732728605,0.008970543039275677,4002.773,1621.561,1.1353,5.1305,0.8196514418243255,0.0,Hit+Run
2726361.989,URANUS,K851,15.909423909423909,0.02,19628.11,2118.379,1.0008,24.199,0.7912082369273388,0.0,Merge
2818441.717,E31,E262,0.3686858121943918,0.005,5596.020,1334.495,1.9201,12.596,0.8481417287986862,0.0,Hit+Run
2830827.971,FRAG1034,FRAG1002,0.010539649171472008,0.005887503077162731,1711.075,1409.194,5.8236,11.938,0.7713980400676212,0.0,Hit+Run
3228874.583,E376,FRAG1010,0.13492783732728605,0.008970543039275677,4002.773,1621.561,1.1674,5.2755,0.7961657271588719,0.0,Hit+Run
3258329.406,E394,FRAG0001,0.005,0.00966933066933067,1334.495,1662.618,4.8603,9.6066,0.9241820465783195,0.0,Hit+Run
3316771.172,E275,FRAG1035,0.7510155433866204,0.006450930954841869,7093.765,1452.784,1.5755,13.251,0.16185293571919904,0.0,Merge
3490011.49,FRAG1008,E40,0.014472194472194473,0.005879535640434686,1901.831,1408.558,4.36,9.6583,0.897259947859996,0.0,Hit+Run
3555380.569,E31,E11,0.3686858121943918,0.010000000000000007,5596.020,1681.359,1.2386,7.9825,0.5212017077661175,0.0,Merge
3579509.405,E178,E369,0.051635686421993,0.015,2906.099,1924.675,3.7628,12.485,0.3490970790711204,0.04505094905094904,Fragment
3695627.561,E178,FRAG1002,0.021584737371043952,0.005887503077162731,2172.915,1409.194,1.7333,4.2885,0.5284717503390133,0.0,Merge
4151852.2,E275,FRAG0010,0.7574664743414622,0.005631368631368631,7114.018,1388.455,1.2479,10.562,0.9898996093928896,0.0,Hit+Run
4182445.154,E69,E244,0.02,0.005000000000000026,2118.379,1334.495,2.792,6.7120,0.9604527079270729,0.0,Hit+Run
4197671.104,E223,FRAG0011,0.005527805527805528,0.005631368631368631,1379.890,1388.455,4.2631,7.6469,0.7215110138525233,0.0,Hit+Run
4426140.992,E223,FRAG1025,0.005527805527805528,0.005527908946730221,1379.890,1379.899,7.4415,13.306,0.6298980359001729,0.010692987012987012,Graze+Frag
4551366.604,E275,FRAG0003,0.7574664743414622,0.006465201465201465,7114.018,1453.855,1.2054,10.169,0.932109562551423,0.0,Hit+Run
4602595.067,FRAG1020,E283,0.006373488119855102,0.00499999999999998,1446.947,1334.495,5.2008,9.3959,0.6631177095229305,0.008367439227439228,Graze+Frag
