time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
13414.429,E1,PI169,0.23462666666666668,0.000625,4813.411,667.2478,1.0237,5.9921,0.13305549402591213,0.0,Merge
20071.902,E0,PI140,0.4524555555544456,0.000625,5991.273,667.2478,1.0135,7.4693,0.23511522840360358,0.0,Merge
21308.706,E0,PI76,0.4530805555544456,0.000625,5994.031,667.2478,1.0039,7.4021,0.7100573282381726,0.0,Merge
44545.776,E0,PI133,0.4537055555544456,0.000625,5996.786,667.2478,1.0057,7.4189,0.7803701071633883,0.0,Merge
47171.722,E1,EI14,0.23525166666666666,0.00625,4817.681,1437.541,1.1347,6.2990,0.9635018833505182,0.0,Hit+Run
54585.117,E1,PI153,0.23525166666666666,0.000625,4817.681,667.2478,1.078,6.3158,0.6067633989991712,0.0,Merge
59164.405,E1,PI141,0.23587666666666665,0.000625,4821.944,667.2478,1.0775,6.3188,0.1757765119468467,0.0,Merge
63100.59,E0,PI126,0.45433055555444557,0.000625,5999.538,667.2478,0.9981,7.3664,0.14290644092627258,0.0,Perfect
63677.151,E0,PI170,0.45495555555444556,0.000625,6002.288,667.2478,1.008,7.4430,0.5377236384737281,0.0,Merge
74265.821,E0,PI69,0.45558055555444554,0.000625,6005.035,667.2478,1.0365,7.6571,0.7859674442316157,0.0,Merge
82592.026,E1,PI124,0.23650166666666664,0.000625,4826.199,667.2478,1.0195,5.9842,0.9792178905431336,0.0,Graze+Merge
90883.041,E0,PI111,0.45620555555444553,0.000625,6007.780,667.2478,1.2593,9.3075,0.18720794457282425,0.0,Merge
103084.652,EI5,P528,0.00625,0.0024355585714285716,1437.541,1050.009,5.4419,9.0849,0.22075561236935567,0.0,Fragment
105384.091,E0,PI125,0.4568305555544455,0.000625,6010.522,667.2478,1.0465,7.7384,0.8323932861350337,0.0,Merge
106606.265,EI16,PI180,0.00625,0.000625,1437.541,667.2478,3.8953,6.2897,0.5303386188644941,0.0,Merge
108691.938,E1,PI163,0.23712666666666662,0.000625,4830.446,667.2478,1.0811,6.3517,0.7058924172297925,0.0,Merge
109058.037,E0,PI155,0.4574555555544455,0.000625,6013.262,667.2478,1.0521,7.7835,0.7663623592542831,0.0,Merge
111305.134,E1,PI120,0.2377516666666666,0.000625,4834.687,667.2478,1.0632,6.2523,0.2363769910161907,0.0,Merge
112029.174,EI6,PI78,0.00625,0.000625,1437.541,667.2478,1.2614,2.0367,0.9337101427555053,0.0,Hit+Run
136491.298,E0,PI104,0.4580805555544455,0.000625,6015.999,667.2478,1.2647,9.3609,0.9638925412383889,0.0,Hit+Run
143362.235,EI5,P806,0.008685647685647686,0.0024355585714285716,1604.210,1050.009,3.1605,5.7799,0.7650493139084917,0.0,Hit+Run
144982.04,E0,PI102,0.4580805555544455,0.000625,6015.999,667.2478,1.1431,8.4608,0.7795395411957833,0.0,Merge
145881.24,E0,PI83,0.4587055555544455,0.000625,6018.734,667.2478,1.0712,7.9324,0.31948167942347805,0.0,Merge
149820.341,EI0,P583,0.00625,0.0024355585714285716,1437.541,1050.009,1.8589,3.1033,0.6894278679493229,0.0,Hit+Run
160348.018,E0,PI156,0.45933055555444546,0.000625,6021.466,667.2478,1.0319,7.6450,0.949756088670504,0.0,Hit+Run
167426.815,EI8,PI110,0.00625,0.000625,1437.541,667.2478,1.5812,2.5531,0.49857977047144963,0.0,Merge
170217.603,E0,PI73,0.45933055555444546,0.000625,6021.466,667.2478,1.0517,7.7917,0.7515226377461012,0.0,Merge
199161.785,EI8,P413,0.006875,0.0024355585714285716,1483.945,1050.009,8.4514,14.473,0.7517658410331483,0.0,Graze+Frag
200072.565,E0,EI7,0.45995555555444545,0.00625,6024.196,1437.541,1.0212,7.2116,0.06652522038575277,0.0,Merge
210176.742,EI8,P605,0.009310689310689312,0.0024355585714285716,1641.803,1050.009,3.8303,7.1485,0.5968113093902296,0.0,Merge
215866.763,EI6,EI9,0.00625,0.00625,1437.541,1437.541,1.2817,2.3876,0.8073,0.0,Hit+Run
219469.973,E6,P418,0.08018000000000002,0.0024355585714285716,3365.238,1050.009,2.0196,7.8050,0.754868576950157,0.0,Merge
224941.638,E0,PI146,0.4662055555544454,0.000625,6051.360,667.2478,1.1961,8.9076,0.3045221365167996,0.0,Merge
231133.708,EI0,PI7,0.00625,0.000625,1437.541,667.2478,2.6162,4.2243,0.3615727814898431,0.0,Merge
242892.735,EI3,PI122,0.00625,0.000625,1437.541,667.2478,2.9384,4.7446,0.8865841096561492,0.0,Hit+Run
249174.097,E0,PI136,0.4668305555544454,0.000625,6054.063,667.2478,1.2427,9.2590,0.5972717620591916,0.0,Merge
266761.002,E0,PI131,0.4674555555544454,0.000625,6056.763,667.2478,1.2547,9.3528,0.7343948467809954,0.0,Merge
267481.532,E1,PI114,0.2383766666666666,0.000625,4838.919,667.2478,1.0779,6.3447,0.7201914341973008,0.0,Merge
287112.931,EI0,P583,0.006875,0.0024355585714285716,1483.945,1050.009,1.3953,2.3895,0.6506285342274889,0.0,Hit+Run
289239.781,E0,EI17,0.4680805555544454,0.00625,6059.461,1437.541,1.1282,8.0175,0.5550260560074087,0.0,Merge
297470.293,EI2,PI149,0.00625,0.000625,1437.541,667.2478,3.9455,6.3707,0.8132314146580208,0.0,Hit+Run
334067.779,E1,EI14,0.23900166666666658,0.00625,4843.145,1437.541,1.0744,5.9982,0.9277309752746735,0.0,Hit+Run
336198.947,EI9,PI68,0.00625,0.000625,1437.541,667.2478,1.5469,2.4977,0.5808795818985864,0.0,Merge
353127.28,E0,PI94,0.47433055555444537,0.000625,6086.312,667.2478,1.3311,9.9730,0.7478162346077771,0.0,Merge
358962.794,E0,PI115,0.47495555555444535,0.000625,6088.984,667.2478,1.025,7.6831,0.9429670418664329,0.0,Hit+Run
360596.286,E0,PI42,0.47495555555444535,0.000625,6088.984,667.2478,1.1961,8.9657,0.8401355982298467,0.0,Merge
387614.859,E0,PI109,0.47558055555444534,0.000625,6091.653,667.2478,1.167,8.7515,0.9857284654306869,0.0,Hit+Run
399674.313,EI18,PI191,0.00625,0.000625,1437.541,667.2478,3.4483,5.5679,0.9178648678583305,0.0,Hit+Run
400566.399,E1,PI97,0.23900166666666658,0.000625,4843.145,667.2478,1.2151,7.1588,0.5919465744717898,0.0,Merge
405114.171,E15,P522,0.11428,0.0024355585714285716,3787.191,1050.009,1.0601,4.6523,0.9844565541230401,0.0,Hit+Run
415231.164,E1,PI143,0.23962666666666657,0.000625,4847.363,667.2478,1.0391,6.1276,0.9998666428050901,0.0,Hit+Run
437192.137,EI8,PI65,0.011746247882117884,0.000625,1774.027,667.2478,2.6253,5.2800,0.9145275009367269,0.0,Hit+Run
443853.413,E0,PI43,0.47558055555444534,0.000625,6091.653,667.2478,1.3321,9.9897,0.6750577129080959,0.0,Merge
446285.031,E6,PI85,0.08261555857142859,0.000625,3398.973,667.2478,1.3825,5.5884,0.6283495591471113,0.0,Merge
468048.009,E0,PI93,0.4762055555544453,0.000625,6094.321,667.2478,1.2022,9.0197,0.7504370334812445,0.0,Merge
489917.551,E1,PI98,0.23962666666666657,0.000625,4847.363,667.2478,1.3993,8.2517,0.8752239263657392,0.0,Merge
496085.931,E3,E9,0.40336,0.07894000000000001,5766.223,3347.800,1.011,6.5707,0.4547674498899634,0.01316883116883117,Fragment
497272.976,E0,PI34,0.4768305555544453,0.000625,6096.986,667.2478,1.2942,9.7143,0.7279354925845981,0.0,Merge
500806.513,E0,EI6,0.4774555555544453,0.00625,6099.648,1437.541,1.147,8.2093,0.5100850939777264,0.0,Merge
511823.005,EI5,PI1,0.008685647685647686,0.000625,1604.210,667.2478,8.3877,15.171,0.7298355305902714,0.0,Graze+Frag
531971.174,EI4,PI31,0.00625,0.000625,1437.541,667.2478,3.0672,4.9525,0.6336743986896041,0.0,Merge
