time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
24005.644,E29,P121,0.025,0.0025,2281.955,1059.189,2.4273,6.2215,0.7219844868018759,0.0,Hit+Run
28199.146,E77,P757,0.025,0.0025,2281.955,1059.189,1.016,2.6041,0.9204602146087297,0.0,Graze+Merge
34115.649,E14,P124,0.2125,0.0025000000000000022,4657.077,1059.189,1.1907,6.5241,0.8771939815768857,0.0,Hit+Run
39199.94,E45,P509,0.025,0.0025,2281.955,1059.189,1.206,3.0911,0.8048989856172651,0.0,Hit+Run
47219.205,E51,P507,0.027500000000000004,0.0025,2355.617,1059.189,1.081,2.8625,0.4373486615334391,0.0,Merge
63955.151,E9,P113,0.025,0.0025,2281.955,1059.189,1.1116,2.8492,0.3269453919516205,0.0,Merge
79198.986,E10,P8,0.027500000000000004,0.0025000000000000022,2355.617,1059.189,1.6325,4.3230,0.5286814104088765,0.0,Merge
90029.046,E30,P212,0.027500000000000004,0.0025,2355.617,1059.189,1.0911,2.8893,0.728454552964214,0.0,Hit+Run
99021.858,E35,P131,0.12250000000000001,0.0025,3875.899,1059.189,1.2466,5.6052,0.7519972792963012,0.0,Merge
104512.417,E28,P400,0.05500000000000001,0.0025,2967.891,1059.189,1.2178,4.1112,0.5994621815661787,0.0,Merge
148835.254,E0,P62,0.1125,0.0025,3767.425,1059.189,1.5754,6.8703,0.9857594317194959,0.0,Hit+Run
181124.76,E35,E33,0.125,0.024999999999999988,3902.089,2281.955,0.9983,4.3926,0.8281152587979886,0.0,Perfect
196297.928,E27,P272,0.025,0.0025000000000000022,2281.955,1059.189,1.4857,3.8080,0.7246481321509698,0.0,Hit+Run
213598.171,E18,P288,0.025,0.0025,2281.955,1059.189,2.4767,6.3481,0.741381288831176,0.0,Hit+Run
238965.939,E31,P171,0.027500000000000004,0.0025,2355.617,1059.189,1.1477,3.0392,0.5571021751646773,0.0,Merge
258250.641,E0,P1,0.1125,0.0025,3767.425,1059.189,1.1457,4.9963,0.9014597891304504,0.0,Hit+Run
260645.024,E55,P576,0.027500000000000004,0.0025,2355.617,1059.189,1.1595,3.0704,0.41920628014806144,0.0,Merge
305698.655,E28,P233,0.05750000000000001,0.0025,3012.195,1059.189,1.1838,4.0601,0.8657669886252961,0.0,Hit+Run
368855.946,E0,P85,0.1125,0.0025,3767.425,1059.189,1.1619,5.0670,0.9455609910404604,0.0,Hit+Run
