1.667078114e-03,2.641598847e+01
3.332837352e-03,2.345170922e+01
4.999976777e-03,2.175479083e+01
1.000728376e-02,1.876630784e+01
1.668026596e-02,1.658727069e+01
3.332227848e-02,1.369221793e+01
5.002517832e-02,1.199257749e+01
5.499963281e-02,1.164908978e+01
8.336844585e-02,9.939463982e+00
1.000679067e-01,9.159129886e+00
1.517723913e-01,7.487891584e+00
1.667216668e-01,7.147770189e+00
2.166383263e-01,6.060052987e+00
2.500714436e-01,5.440680723e+00
3.034080956e-01,4.678192689e+00
4.334473043e-01,3.319698683e+00
4.549948446e-01,3.178759044e+00
5.004180782e-01,2.813798396e+00
5.504193691e-01,2.436789806e+00
6.504534827e-01,1.829374257e+00
7.061969878e-01,1.440585013e+00
9.101278849e-01,5.580604167e-01
1.298940669e+00,-7.295913942e-01
1.499413584e+00,-1.289135408e+00
1.898992482e+00,-2.198413237e+00
