run,Mt,Mp,Mlr,Rt,Rp,Vimp,Vesc,vve,b,QS,xi,gamma,Mt_ME,Mp_ME,Mlr_ME
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,1.4336582266666666e+24,1.16955648e+24,1.433658226666667e+24,4850039.277524831,4531796.974776245,7171.692560281746,6085.957705602297,1.1784,0.5460137383729445,3158221.6627271334,2.2951901903873853e-16,0.8157847234757495,0.24006333333333332,0.19584,0.24006333333333335
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,6.131253333333334e+23,6.131253333333334e+23,6.131253333333334e+23,3654094.7045586845,3654094.7045586845,8009.976980112504,4732.630416610047,1.6925,0.88315,136347.206527168,0.0,1.0,0.10266666666666667,0.10266666666666667,0.10266666666666667
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,7.246026666666667e+23,6.131253333333334e+23,7.246026666666667e+23,3863343.771591996,3654094.7045586845,5119.916566994869,4873.790163726672,1.0505,0.9541393746145411,3268.8861222123114,0.0,0.8461538461538461,0.12133333333333332,0.10266666666666667,0.12133333333333332
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,6.68864e+23,6.388845600000001e+23,1.1648386000000001e+24,3761629.2247258904,3704567.4758432996,5283.615605921529,4835.376229451385,1.0927,0.25760385102842553,4615217.671257915,0.7763133295943168,0.9551785714285717,0.11199999999999999,0.10698,0.19505
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,1.1648386e+24,5.5738666666666665e+23,1.1648386000000001e+24,4525695.149507436,3539828.627758874,5957.072793106597,5338.835627448107,1.1158,0.9563101487650414,2654.672241400784,2.4079823940292795e-16,0.47850978381611553,0.19504999999999997,0.09333333333333332,0.19505
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,1.2810338133333333e+24,5.5738666666666665e+23,1.2810338133333333e+24,4671434.276928281,3539828.627758874,6234.915834336031,5466.826685082009,1.1405,0.8277009040379639,144688.3575630508,0.0,0.4351069119840875,0.21450666666666665,0.09333333333333332,0.21450666666666665
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,1.1648386e+24,5.5738666666666665e+23,1.1648386000000001e+24,4525695.149507436,3539828.627758874,8737.538387881572,5338.835627448107,1.6366,0.9182103663903737,36051.46448522645,2.4079823940292795e-16,0.47850978381611553,0.19504999999999997,0.09333333333333332,0.19505
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,1.255413933333333e+24,5.5738666666666665e+23,1.4310902666666667e+24,4640082.405365837,3539828.627758874,9629.73905368968,5438.994099796487,1.7705,0.32809937081166335,8691629.85941455,0.3151785714285719,0.4439863632759852,0.2102166666666666,0.09333333333333332,0.23963333333333334
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,1.9910847066666669e+24,1.1031080266666666e+24,2.7055150666666667e+24,5411196.323647106,4444293.4486535005,7813.106102365979,6473.697988537558,1.2069,0.20117339460456654,8481919.2332788,0.6476522178510844,0.5540236550324431,0.33340333333333333,0.1847133333333333,0.4530333333333333
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,8.068371066666667e+23,5.5738666666666665e+23,8.068371066666667e+23,4004288.2531197136,3539828.627758874,11008.313619949427,4913.109711661799,2.2406,0.8608767891966312,332163.038569345,0.0,0.690829241814907,0.13510333333333333,0.09333333333333332,0.13510333333333333
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,3.160581466666667e+24,8.898479066666668e+23,3.160581466666667e+24,6312272.054098519,4137156.7226361623,8193.773759523465,7193.199683542678,1.1391,0.8736178828226743,79978.10439945424,0.0,0.28154563204635635,0.5292333333333333,0.14900333333333335,0.5292333333333333
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,3.160581466666667e+24,8.898479066666668e+23,3.160581466666667e+24,6312272.054098519,4137156.7226361623,7916.835571707072,7193.199683542678,1.1006,0.8373731912382734,151933.752278313,0.0,0.28154563204635635,0.5292333333333333,0.14900333333333335,0.5292333333333333
simArray_Sun_JS_frag_2Gyr_Run003_step.mat,1.7866631466666666e+24,1.2819893333333334e+24,1.786663146666667e+24,5219284.113205081,4672595.458750138,7350.12050358049,6435.0555976015485,1.1422,0.9248354801611894,25847.97174201472,2.0938977339385038e-16,0.7175327569302078,0.2991733333333333,0.21466666666666667,0.29917333333333335
