1.667078114e-03,-2.744659423e-01
3.332837352e-03,1.967091801e-01
4.999976777e-03,4.752855701e-01
1.000728376e-02,9.574362258e-01
1.668026596e-02,1.318790157e+00
3.332227848e-02,1.818174280e+00
5.002517832e-02,2.120533264e+00
5.499963281e-02,2.229312370e+00
8.336844585e-02,2.507084452e+00
1.000679067e-01,2.651361959e+00
1.517723913e-01,2.980758439e+00
1.667216668e-01,3.057860425e+00
2.166383263e-01,3.275084501e+00
2.500714436e-01,3.395850264e+00
3.034080956e-01,3.560953037e+00
4.334473043e-01,3.872985341e+00
4.549948446e-01,3.916314418e+00
5.004180782e-01,4.002693130e+00
5.504193691e-01,4.091291254e+00
6.504534827e-01,4.248022105e+00
7.061969878e-01,4.327449839e+00
9.101278849e-01,4.577541058e+00
1.298940669e+00,4.938342108e+00
1.499413584e+00,5.086767811e+00
1.898992482e+00,5.333688665e+00
