1.667078114e-03,5.355778885e+00
3.332837352e-03,4.327368885e+00
4.999976777e-03,3.523936907e+00
1.000728376e-02,3.272109069e+00
1.668026596e-02,3.069677820e+00
3.332227848e-02,2.334639792e+00
5.002517832e-02,2.291198312e+00
5.499963281e-02,2.096457967e+00
8.336844585e-02,1.032161270e+00
1.000679067e-01,1.678311295e+00
1.517723913e-01,1.014516659e+00
1.667216668e-01,8.195294386e-01
2.166383263e-01,1.203431208e+00
2.500714436e-01,1.380742470e+00
3.034080956e-01,1.158526151e+00
4.334473043e-01,5.911333034e-01
4.549948446e-01,2.561099402e-01
5.004180782e-01,2.454565945e-01
5.504193691e-01,2.687273127e-01
6.504534827e-01,2.463639350e-01
7.061969878e-01,6.704863582e-01
9.101278849e-01,2.013378727e-01
1.298940669e+00,-3.674725981e-01
1.499413584e+00,-1.538742181e-01
1.898992482e+00,-7.487288383e-02
