name,rot_config,dir_J_tot_init,dir_gamma,dir_v_inf,dir_b_inf,dir_omega,N_tot,M_tot,gamma,R_crit,R_grav,v_esc,tau,v_inf,b_inf,v_imp,b_imp,theta_imp,J_tot_init,M_targ,M_proj,Fe_targ,Fe_proj,R_NR_targ,R_NR_proj,omega_targ,omega_proj,P_rot_targ,P_rot_proj,J_rot_targ,J_rot_proj,theta_targ,theta_proj,J_tot_init_sign,M_LR,M_SLR,N_bound,M_bound,J_bound,Fe_bound,N_p,M_p,R_p,J_p,omega_sb,P_rot_sb,omega,P_rot,Fe_p,F_proj_p,N_disk,M_disk,J_disk,HSSL,Fe_disk,F_proj_disk,canup_M_p,canup_M_disk,canup_M_ej,N_ej,M_ej,J_ej,Fe_ej,F_proj_ej,N_groups,N_frag,planet_disk_mixing_delta,accretion_efficiency,fate_LR,fate_SLR,graze_and_merge_threshold,hit_and_run_threshold,E_pot,E_kin,E_tot,SLR_a,SLR_e,SLR_peri,bound,bound_flag,bound_epsilon,bound_trajectory_angle,collision_type,time,pmassmean,pmassmin,pmassmax,incomplete_merger_flag
DD_J2000_G0500_V02000_B11619_OMEGA0900,DD,2.0,0.5,0.2,1.1619,0.9,97670,1.050556246938651,0.4994764035318094,1.605265410803682,6.739586151526378,9.049325221564942,0.7467130104992786,0.20027476197500077,1.164608572974706,0.8408385325085838,0.2773917889451308,90.0,7.249606322463262e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0006052271134785708,0.0005877056966883711,2.8837591924178168,2.969733425809865,4.0498117783556667e+34,1.3323902925007773e+34,179.99941564947346,179.99905910967766,1.0,6.273144016435261e+24,0,97652,1.0503908135084659,7.23656851120592e+34,0.3300651918488132,95699,1.0281969015793757,2.018663445970198,5.704421994039875e+34,nan,nan,0.00032144540554722575,5.429628863486466,0.334556204055676,0.322941506022995,1953,1.8043830836658663,1.5321584585061003e+34,0.8701135542974993,0.12200611462056778,0.8035312921772502,1.0281139649994435,0.022276848509022364,0.00019533774718319305,18,0.00019533774718319305,1.1115832446617706e+32,0.04986369811370052,0.3576285014153927,1,1,0.4805897861542552,0.9994418137129106,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,104.23000000000435,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V03000_B08529_OMEGA0500,DD,2.0,0.5,0.3,0.8529,0.5,97670,1.050556246938651,0.4994764035318094,1.605265410803682,4.649921170342374,9.049325221564942,0.7215721855992923,0.3003916091656027,0.854797068749776,0.8701348035357197,0.29509665163191556,58.737323042034106,7.242781362876953e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0003192554645104376,0.00030965773665588654,5.466873541759748,5.63631727998407,1.769384113982759e+34,5.823380135492802e+33,179.99931679914673,179.99859673606625,1.0,6.271581751391448e+24,0,97630,1.0501412475863015,7.212094941381132e+34,0.3301529069887009,96824,1.0412266836459945,2.26,6.612951969920351e+34,nan,nan,0.000337526436720357,5.170940886744072,0.3327643874719183,0.33197651762079966,806,0.7247612959599185,5.99156031001216e+33,1.0,0.025130341538007542,0.4580826402957323,1.0313206962514119,0.018820551334889565,0.0004449036693474527,40,0.0004449036693474527,2.7880154636611776e+32,0.0,0.4594286301418565,1,1,0.12610612267493265,0.9986943099890906,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,103.37000000000401,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V03000_B11229_OMEGA0900,DD,2.0,0.5,0.3,1.1229,0.9,97670,1.050556246938651,0.4994764035318094,1.605265410803682,4.649913529154888,9.049325221564942,0.7215720251597558,0.30039216958948817,1.1253964033429134,0.8701349970077775,0.3885147343928321,90.0,7.249593856959828e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0006052271134785708,0.0005877058225539444,2.8837591924178168,2.9697327897991497,4.0498117783556667e+34,1.332390279139445e+34,179.99941564947346,179.99905910735347,1.0,6.26236737468744e+24,0,97450,1.0481272048907972,7.051233586197166e+34,0.3306479214406327,95836,1.0299306355372027,2.0230999144760844,5.743144235785962e+34,nan,nan,0.00033018030918592275,5.285988302262883,0.3339268283806577,0.3245381058336135,1614,1.479395882406078,1.308106954742506e+34,0.8873245238930195,0.1450609218812792,0.7833578159518595,1.0289132744849419,0.019213930405855426,0.0024589463648517092,220,0.0024589463648517092,2.090371789395665e+33,0.059417293083213474,0.587509576302129,1,1,0.458819710118246,0.9942854672474553,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,103.5600000000041,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V04000_B08160_OMEGA0500,DD,2.0,0.5,0.4,0.816,0.5,97670,1.050556246938651,0.4994764035318094,1.605265410803682,3.645560977561046,9.049325221564942,0.6902908990577359,0.40051303715460496,0.8177405203758414,0.9095659131683923,0.3600791703805646,54.85924661920944,7.2427842507181595e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0003192554645104376,0.0003096579042567487,5.466873541759748,5.6363142293542525,1.769384113982759e+34,5.823380109502066e+33,179.99931679914673,179.99859670178276,1.0,6.272868165273265e+24,0,97649,1.0503446243048227,7.2288714590701575e+34,0.33008897995629666,96843,1.0413842144941394,2.2423495142519196,6.613138961526399e+34,nan,nan,0.0003359937052796369,5.194529613409713,0.33265793086408574,0.33153535191644884,806,0.7284886024945745,6.15780066372916e+33,0.9878191692739734,0.03152396120097775,0.5052005868715247,1.0330109722229397,0.017333652081883172,0.0002415269508263022,21,0.0002415269508263022,8.1015876597882395e+31,0.0,0.6969434788704164,1,1,0.17366523495507585,0.9993098260123416,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.88000000000383,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V04000_B10743_OMEGA0900,DD,2.0,0.5,0.4,1.0743,0.9,97670,1.050556246938651,0.4994764035318094,1.605265410803682,3.645557310984747,9.049325221564942,0.6902907320632367,0.4005135368687012,1.0766083132986028,0.9095661332097419,0.47406800631399315,90.0,7.249589532330171e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0006052271134785708,0.0005877059293426126,2.8837591924178168,2.9697322501860652,4.0498117783556667e+34,1.332390275386196e+34,179.99941564947346,179.99905910967766,1.0,6.270406450868977e+24,0,97609,1.049921972114502,7.207247927735561e+34,0.3301569192842501,95691,1.0283201359151153,1.9431989133739695,5.669570388689609e+34,nan,nan,0.00033825540644951107,5.1597970607894545,0.33573800046593133,0.3263579587750816,1918,1.7562468454785767,1.5376808165193238e+34,0.8674995148990936,0.06447866368009265,0.6500235505973193,1.0281657739895027,0.021756198124999182,0.0006641791411471212,61,0.0006641791411471212,4.081988799332785e+32,0.10265579414691194,0.4647152423578243,1,1,0.3236655918222377,0.99813195885627,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,103.0000000000039,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V05000_B07749_OMEGA0500,DD,2.0,0.5,0.5,0.7749,0.5,97670,1.050556246938651,0.4994764035318094,1.605265410803682,3.0713961243155596,9.049325221564942,0.6554727263328928,0.5006367358408338,0.7764952319550583,0.9578813072298729,0.405835290226267,50.94079281806255,7.24280185564568e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0003192554645104376,0.0003096579108422091,5.466873541759748,5.636314109487384,1.769384113982759e+34,5.823380098723567e+33,179.99931679914673,179.99859671035358,1.0,6.269506673792575e+24,0,97599,1.0497817678230088,7.2222351935788345e+34,0.3302566838209323,96671,1.0394813592746714,2.1606360927226507,6.503716770199711e+34,nan,nan,0.0003544461235504762,4.924103089381875,0.3330326305305811,0.3310057754293461,928,0.8374315892957299,7.185249648862216e+33,0.9865918231610278,0.050117809185174104,0.5228723341757079,1.0315389477649053,0.01824282005810348,0.000804383432640124,71,0.000804383432640124,1.8764407514857916e+32,0.01210897944999176,0.6100137189040429,1,1,0.19186655874636177,0.9977014386203585,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.48000000000367,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V05000_B10202_OMEGA0900,DD,2.0,0.5,0.5,1.0202,0.9,97670,1.050556246938651,0.4994764035318094,1.605265410803682,3.0713940354679674,9.049325221564942,0.6554725587957476,0.5006372042842404,1.0223056773338752,0.9578815520619373,0.5343085010068598,90.0,7.24960614833095e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0006052271134785708,0.0005877058916934996,2.8837591924178168,2.9697324404305165,4.0498117783556667e+34,1.3323902788218438e+34,179.99941564947346,179.9990591092903,1.0,6.268071802659452e+24,0,97575,1.0495415094369662,7.200902817108891e+34,0.33029516337381176,96681,1.0395924620245014,2.1246671469918663,6.498291167128266e+34,nan,nan,0.00035552389757778397,4.9091756247200635,0.3330345160856034,0.33107727180959645,894,0.8088656432898241,7.026344216347392e+33,0.9746179573357187,0.0440556560178558,0.532297487866402,1.033051500675911,0.016490008761055303,0.0010446418186826738,95,0.0010446418186826738,4.506499123222841e+32,0.04662010596146663,0.4494630477702611,1,1,0.2012202160568055,0.9970148896129035,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.5700000000037,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V06000_B07322_OMEGA0500,DD,2.0,0.5,0.6,0.7322,0.5,97670,1.050556246938651,0.4994764035318094,1.605265410803682,2.708959091422355,9.049325221564942,0.6193117840684946,0.6007605157764676,0.733657907477033,1.0138109561368196,0.43474841165546074,47.193932370411865,7.2428038781070415e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0003192554645104376,0.00030965783248313356,5.466873541759748,5.6363155357596,1.769384113982759e+34,5.823380102267048e+33,179.99931679914673,179.9985967210022,1.0,6.266779832830175e+24,0,97557,1.0493011315668008,7.220500121540563e+34,0.33041724173275266,96728,1.0399744567055869,2.066342937213781,6.635431149019561e+34,nan,nan,0.00037684245396429287,4.631456019973019,0.3330526766499826,0.33036777970107406,829,0.7582662488791765,5.850909883419204e+33,0.9793094489164839,0.03655206073164094,0.5986277141868384,1.035344246628791,0.013956884938009721,0.0012850196888483348,113,0.0012850196888483348,2.2720161344204357e+32,0.0,0.6175459465442559,1,1,0.2682599344857643,0.9963967152114013,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.17000000000354,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V06000_B09640_OMEGA0900,DD,2.0,0.5,0.6,0.964,0.9,97670,1.050556246938651,0.4994764035318094,1.605265410803682,2.7089577783563143,9.049325221564942,0.6193116216123139,0.6007609645626557,0.9659071800029867,1.0138112220770186,0.5723741427400628,74.99587275383604,7.24960343012247e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0006052271134785708,0.0005877058466317441,2.8837591924178168,2.969732668131769,4.0498117783556667e+34,1.3323902840817027e+34,179.99941564947346,179.99905910967766,1.0,6.265166973113527e+24,0,97531,1.0490430939469644,7.203557016885816e+34,0.3304613762674098,96804,1.0411713862848537,2.19,6.671236997260379e+34,nan,nan,0.0003543243308157023,4.9257956629067685,0.3324920527272695,0.33267418670672005,727,0.6399762326919286,5.323665912230733e+33,1.0,0.06186880200490916,0.359720977272471,1.032662561304154,0.016380532642810454,0.0015430573086845953,139,0.0015430573086845953,4.267582183024051e+32,0.025249256527111984,0.4849816199398881,1,1,0.027046790565750933,0.9956250032352748,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,102.23000000000359,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V07000_B06898_OMEGA0500,DD,2.0,0.5,0.7,0.6898,0.5,97670,1.050556246938651,0.4994764035318094,1.605265410803682,2.464793614550791,9.049325221564942,0.5834262984127581,0.700884749478732,0.6911469215379498,1.0761686157470447,0.4501286600137995,43.720966352060614,7.242806468299838e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0003192554645104376,0.0003096576413359589,5.466873541759748,5.636319014975502,1.769384113982759e+34,5.823380150572352e+33,179.99931679914673,179.9985966968481,1.0,6.256788081166067e+24,0,97414,1.0476521350869137,7.183061693449811e+34,0.3309187214949795,96425,1.0364973579449268,2.0431403943653397,6.4410066551765345e+34,nan,nan,0.00036105828705459725,4.833926583522539,0.3342733261060854,0.3293521764216409,989,0.9068924505680358,7.422430422214724e+33,0.9458983307246944,0.01921022457902735,0.5894137469201062,1.0323026733763168,0.015349461710596953,0.002934016168735347,256,0.002934016168735347,5.749229918413688e+32,0.0066395424534769695,0.682810577683234,1,1,0.2600615704984653,0.9916159185047321,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,101.92000000000345,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V07000_B09082_OMEGA0900,DD,2.0,0.5,0.7,0.9082,0.9,97670,1.050556246938651,0.4994764035318094,1.605265410803682,2.464792731081073,9.049325221564942,0.583426144373912,0.7008851857517225,0.9099384399940621,1.0761688998820176,0.5926229354962682,65.49684577883157,7.24960229761652e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0006052271134785708,0.0005877058246685923,2.8837591924178168,2.9697327791136354,4.0498117783556667e+34,1.3323902731405263e+34,179.99941564947346,179.99905911045235,1.0,6.2557528006225e+24,0,97406,1.0476643826262997,7.19891389501379e+34,0.330849773100376,96703,1.0400083989202558,2.177038416469025,6.70624234205992e+34,nan,nan,0.0003419661771178556,5.103806659197226,0.3326016255994773,0.33184751605282775,703,0.6224376996783666,4.9341779701538806e+33,0.9675726295417889,0.09287365106441592,0.4509445019865239,1.0331795943232303,0.014484788303069603,0.0029217686293492324,264,0.0029217686293492324,6.1358772057921114e+32,0.03000318410609499,0.47032791431791005,2,1,0.11909698593369616,0.9911205633378356,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,101.96000000000346,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V08000_B06490_OMEGA0500,DD,2.0,0.5,0.8,0.649,0.5,97670,1.050556246938651,0.4994764035318094,1.605265410803682,2.2924428356102475,9.049325221564942,0.5488791487634698,0.8010099746370921,0.6502219555429162,1.1439040330968155,0.45531290829344456,40.558338460426796,7.242817968531892e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0003192554645104376,0.0003096578814519315,5.466873541759748,5.636314644441753,1.769384113982759e+34,5.823380150402547e+33,179.99931679914673,179.99859670697717,1.0,6.223875286534519e+24,1.3499294353812105e+22,97200,1.045219976818457,7.13740972704723e+34,0.33167010990811546,95734,1.0285535228395062,1.9170371146837033,6.076218759973007e+34,nan,nan,0.00034907116877772157,4.999923820995096,0.3369875998848583,0.3267446391191806,1466,1.3549962584512782,1.0613134882808315e+34,0.8713805066744107,0.0035065392319403197,0.6210473718934739,1.0283344761221302,0.01688550069632683,0.005366174437192145,470,0.005366174437192145,9.261800289432689e+32,0.007260488878814526,0.6570434719865904,2,2,0.2943027327742933,0.9758679910670436,partial accretion,super-catastrophic disruption,0.005,0.1,-1.1249555168065936e+29,3.6514460416198175e+28,-7.5981091264461185e+28,5.785863569969262,0.3801037250299677,3.5866352745087586,True,False,0.1,81.219571797617,partial accretion,101.71000000000336,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V08000_B08545_OMEGA0900,DD,2.0,0.5,0.8,0.8545,0.9,97670,1.050556246938651,0.4994764035318094,1.605265410803682,2.292442204605896,9.049325221564942,0.5488790034097023,0.8010104072414338,0.856057868752965,1.14390433602471,0.5994480836177493,58.876800792743516,7.2496133638587855e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0006052271134785708,0.0005877059403778577,2.8837591924178168,2.9697321944239548,4.0498117783556667e+34,1.3323902750074027e+34,179.99941564947346,179.9990591081282,1.0,6.212533039537143e+24,1.4056195614026114e+22,97011,1.0432773893948448,7.078115935891626e+34,0.3320729482635571,95622,1.0278971193780801,1.969210549243316,5.98555801414931e+34,nan,nan,0.00033353216925008475,5.232866310672628,0.33675742849519485,0.33009899650449437,1389,1.2504284566475374,1.104001354416635e+34,0.8674936340278925,0.018998878001106747,0.45678217612620914,1.0275695218475507,0.015707867547294214,0.007308761860804237,659,0.007308761860804237,1.322901636192422e+33,0.03598244016071897,0.49496429156283367,3,2,0.12668317962171477,0.9704410170074235,partial accretion,super-catastrophic disruption,0.005,0.1,-4.503845090185565e+28,1.815394467116651e+28,-2.6884506230689137e+28,16.98737048356777,0.5519362510210801,7.611424904161221,True,False,0.1,58.24678061001925,partial accretion,101.74000000000338,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V09000_B06105_OMEGA0500,DD,2.0,0.5,0.9,0.6105,0.5,97670,1.050556246938651,0.4994764035318094,1.605265410803682,2.166371266376365,9.049325221564942,0.5162862760881934,0.9011346811621472,0.6116114111823854,1.2161180744731368,0.45319962393433216,37.706109905789205,7.242820220166891e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0003192554645104376,0.0003096575098521068,5.466873541759748,5.636321408216139,1.769384113982759e+34,5.823380122906366e+33,179.99931679914673,179.99859665009944,1.0,6.10262513499075e+24,2.709784773305839e+22,96709,1.0395983067227013,7.028258289353167e+34,0.3334448909958525,94835,1.0184739762368242,1.9993602434786977,5.719936210060119e+34,nan,nan,0.0003186211673321127,5.47775675611375,0.3402461614145126,0.32474281598585936,1874,1.7174252427542418,1.30846579210803e+34,0.8617932083959904,0.005533105512961946,0.5639019475003036,1.0175237424042844,0.02207456431841695,0.01098784453294775,961,0.01098784453294775,2.6798055005139133e+33,0.005318747872640333,0.6640664405924606,4,4,0.2391591315144443,0.9178529057576444,partial accretion,super-catastrophic disruption,0.005,0.1,-1.952848046894397e+29,1.2194071869512882e+29,-7.334408599431088e+28,11.723554473706473,0.6970100084715634,3.5521196706714897,True,False,0.1,132.32976051569364,partial accretion,101.5500000000033,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V09000_B08038_OMEGA0900,DD,2.0,0.5,0.9,0.8038,0.9,97670,1.050556246938651,0.4994764035318094,1.605265410803682,2.166370806508724,9.049325221564942,0.5162861426408958,0.901135105372293,0.805224430695278,1.2161183888098144,0.5966655951260443,53.63193538308666,7.2496124441137e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0006052271134785708,0.0005877058075623696,2.8837591924178168,2.969732865552989,4.0498117783556667e+34,1.3323902831848771e+34,179.99941564947346,179.99905910696611,1.0,6.106821610376596e+24,5.271819022602503e+22,95331,1.0245245024623004,6.3284223775478305e+34,0.33777092419276417,93995,1.0099281317220206,1.963864346054451,5.447414159960064e+34,nan,nan,0.00031714172580536135,5.503310066066445,0.3420826176093865,0.32768503133109456,1336,1.186696808152841,8.85040147675836e+33,0.8464932526096772,0.03944330876772041,0.38961711949686306,1.009541440872984,0.014983061589316442,0.026061648793348567,2339,0.026061648793348567,8.896850165999136e+33,0.025040533302789835,0.5113064663754616,3,3,0.061932088165768506,0.9198608115161853,partial accretion,super-catastrophic disruption,0.005,0.1,-1.4878270789121394e+28,1.0254578987836057e+29,8.766751908923918e+28,nan,nan,nan,False,False,0.1,178.0332434563234,partial accretion,101.57000000000332,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V10000_B05747_OMEGA0500,DD,2.0,0.5,1.0,0.5747,0.5,97670,1.050556246938651,0.4994764035318094,1.605265410803682,2.0714907838366656,9.049325221564942,0.4859409579004952,1.0012595260256067,0.5756634104986513,1.2920604072271806,0.44610025221894956,35.146104485655684,7.242822923120781e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0003192554645104376,0.0003096578398698929,5.466873541759748,5.636315401307631,1.769384113982759e+34,5.8233800406068e+33,179.99931679914673,179.9985966867191,1.0,5.895985811924698e+24,2.4043036135124924e+23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,3,nan,0.8189812936126818,partial accretion,catastrophic disruption,0.005,0.1,-5.513997428199434e+28,7.15406751767576e+29,6.602667774855816e+29,nan,nan,nan,False,False,0.1,179.03583710859886,accretionary hit-and-run,101.41000000000325,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0500_V10000_B07566_OMEGA0900,DD,2.0,0.5,1.0,0.7566,0.9,97670,1.050556246938651,0.4994764035318094,1.605265410803682,2.0714904345016136,9.049325221564942,0.4859408347104009,1.0012599487052498,0.7578964389659879,1.292060734775376,0.5873186369485196,49.27910189910358,7.2496123570567e+34,0.7006153911220014,0.34994085581664924,0.33001032403571673,0.3300186378784179,0.8865891857136106,0.7186762250900715,0.0006052271134785708,0.000587705817387052,2.8837591924178168,2.969732815907943,4.0498117783556667e+34,1.3323902738421507e+34,179.99941564947346,179.9990591092903,1.0,6.003852185319704e+24,3.229154290025808e+22,94061,1.010502310841392,6.069784596151462e+34,0.3415508762404478,92430,0.9927074296250348,1.8846548113184642,5.030837503732068e+34,nan,nan,0.00029866315890701993,5.843804968719583,0.3467205747715289,0.3247442658153908,1631,1.4467383102729512,1.0572522895622873e+34,0.7852728380493601,0.0531534388915253,0.4011969121658675,0.9917333226784325,0.018768988162959424,0.04008384041425704,3609,0.04008384041425704,1.1955540097988452e+34,0.039148841834168426,0.5098194172574976,5,5,0.07645264635047672,0.870592584607793,partial accretion,super-catastrophic disruption,0.005,0.1,-4.931342679310039e+27,2.548281437680452e+29,2.4989680108873514e+29,nan,nan,nan,False,False,0.1,179.51950036298464,partial accretion,101.42000000000324,6.423989569498298e+19,5.817079543824862e+19,7.180744346371118e+19,False
DD_J2000_G0700_V01000_B08618_OMEGA0500,DD,2.0,0.7,0.1,0.8618,0.5,98834,1.0537616587205518,0.7021836195225554,1.6281125562582648,12.5638033338469,8.999304548529908,0.8283938154894541,0.10016998233737559,0.8638872752914111,0.7729907574289773,0.11194903985042162,59.7558884917045,7.242722801506496e+34,0.619064621839165,0.4346970368813869,0.3300123165815687,0.3300152184960162,0.8577864443872406,0.7703261118710242,0.00031540633935000796,0.0003107053127892195,5.5335896405605505,5.617313834534751,1.4426880661851446e+34,8.219484762615649e+33,179.998108659539,179.99863106960177,1.0,6.292248864312404e+24,0,98815,1.053589776684037,7.22793986014842e+34,0.33007674733463127,98017,1.0451582395001022,2.2872042615968473,6.653022573536003e+34,nan,nan,0.00032763718898790706,5.327018148903569,0.3326719965757438,0.41368399489800883,798,0.6854908279621704,5.749189062000099e+33,0.9901317149769902,0.008374302248650298,0.26894805210306205,1.0347167519809837,0.01887302470305323,0.000201877596271921,19,0.000201877596271921,8.44064618709414e+31,0.0,0.37908768341222177,1,1,-0.14473594279494678,0.9995356033448178,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,104.76000000000458,6.367701922104599e+19,5.895383738655726e+19,6.7963511380461765e+19,False
DD_J2000_G0700_V01000_B11253_OMEGA0900,DD,2.0,0.7,0.1,1.1253,0.9,98834,1.0537616587205518,0.7021836195225554,1.6281125562582648,12.564151364390087,8.999304548529908,0.8283942074086458,0.1001671602107403,1.1279324214246367,0.7729903917215518,0.14616195592302827,90.0,7.2491393019841245e+34,0.619064621839165,0.4346970368813869,0.3300123165815687,0.3300152184960162,0.8577864443872406,0.7703261118710242,0.0005975152164452981,0.0005892520895314362,2.9209787532734954,2.9619398607176555,3.2920380582533383e+34,1.8720784907003316e+34,179.99768835333947,179.9990789452075,1.0,6.292878519576711e+24,0,98825,1.0536952077252455,7.24854971128649e+34,0.3300437203882287,98409,1.049291548763176,2.2834566179931195,6.95380300905113e+34,nan,nan,0.00032089757345754697,5.438898254010098,0.3312500998989695,0.41257812422210055,416,0.35802105382679356,2.9474965415914957e+33,0.9716836672311149,0.04259098253443021,0.39512775631107055,1.0397622059176803,0.013933001807565251,9.644655506342139e-05,9,9.644655506342139e-05,2.513371112405791e+31,0.0,0.5667780776412247,1,1,-0.017450367911029996,0.9997781355712448,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,105.12000000000472,6.367701922104599e+19,5.895383738655726e+19,6.7963511380461765e+19,False
DD_J2000_G0700_V02000_B08409_OMEGA0500,DD,2.0,0.7,0.2,0.8409,0.5,98834,1.0537616587205518,0.7021836195225554,1.6281125562582648,6.440200514121332,8.999304548529908,0.8083009934489958,0.2002733087494093,0.8429334147909396,0.7922058343048164,0.21309747634434123,57.45118977844356,7.242721221498767e+34,0.619064621839165,0.4346970368813869,0.3300123165815687,0.3300152184960162,0.8577864443872406,0.7703261118710242,0.00031540633935000796,0.00031070535934399595,5.5335896405605505,5.617312992860213,1.4426880661851446e+34,8.219484882705989e+33,179.998108659539,179.99863107466035,1.0,6.28866862915712e+24,0,98824,1.053685736170983,7.23616283880342e+34,0.3300466871428305,98045,1.0453928848210892,2.31,6.6536212713805515e+34,nan,nan,0.00032749086560187875,5.329398268213308,0.33257699757112125,0.4123476495607256,779,0.674215556901952,5.82561714231914e+33,1.0,0.011076961710864381,0.43547306920543466,1.036147351136607,0.01753838503437585,0.00010591810932592827,10,0.00010591810932592827,4.664181483722153e+31,0.0,0.30965692319386817,2,1,0.023125419644709044,0.9981565592034178,partial accretion,super-catastrophic disruption,0.005,0.1,nan,nan,nan,nan,nan,nan,None,False,nan,nan,partial accretion,104.15000000000433,6.367701922104599e+19,5.895383738655726e+19,6.7963511380461765e+19,False
