time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
5219.526,E7,P203,0.20149757500914928,0.0025000000000000022,4575.274,1059.189,1.5754,8.4690,0.6812000960534103,0.0,Merge
14004.842,E7,P57,0.20399757500914928,0.0024999999999999996,4594.118,1059.189,1.5756,8.5076,0.6344299678052845,0.0,Merge
42314.286,E5,P91,0.11267530751818841,0.0025,3769.381,1059.189,1.0069,4.3935,0.8064022948675761,0.0,Graze+Merge
43777.272,E24,P282,0.0425,0.0025,2723.475,1059.189,2.4255,7.4742,0.3715140537364083,0.0,Merge
92572.274,E7,P285,0.20649757500914928,0.0025,4612.809,1059.189,1.6758,9.0882,0.8107387515586971,0.0,Merge
167900.318,E5,P167,0.11517530751818841,0.0025,3797.055,1059.189,1.2646,5.5616,0.5507641576855055,0.0,Merge
175770.833,E7,P35,0.20899757500914928,0.0025,4631.350,1059.189,1.8747,10.210,0.5050866576509316,0.0,Merge
206288.911,E21,P232,0.11841898264361808,0.0025,3832.371,1059.189,1.0482,4.6561,0.4320030913968449,0.0,Merge
267624.665,NEPTUNE,K400,16.029423909423908,0.02,19677.34,2118.379,0.9999,24.241,0.9609483534319743,0.0,Perfect
280832.125,E27,E20,0.05500000000000001,0.03250000000000001,2967.891,2490.510,1.0043,3.5924,0.8060239930096151,0.0,Graze+Merge
300776.056,E29,P317,0.025,0.0025,2281.955,1059.189,1.8698,4.7925,0.903590460731134,0.0,Hit+Run
318083.371,E7,P224,0.21149757500914929,0.0025,4649.743,1059.189,1.0783,5.8982,0.9953613122986378,0.0,Hit+Run
347619.656,E24,P350,0.045000000000000005,0.0025,2775.862,1059.189,2.1198,6.6652,0.47974356822608244,0.0,Merge
410250.063,E48,P234,0.025,0.0025,2281.955,1059.189,2.7537,7.0581,0.9700449972610958,0.0,Hit+Run
485573.548,URANUS,K714,15.92942390942391,0.02,19636.34,2118.379,1.0005,24.203,0.22330926498042936,0.0,Merge
509907.8,E3,E5,0.155,0.11767530751818842,4192.159,3824.332,1.0776,5.6149,0.3996321791031753,0.022823842823842824,Fragment
527864.963,E7,E38,0.21149757500914929,0.027500000000000004,4649.743,2355.617,2.173,11.339,0.7955596574300066,0.021972027972027974,Hit+Run+Frag
594534.83,E39,P307,0.08875292323781402,0.0025,3481.139,1059.189,1.397,5.5954,0.9305621992564648,0.0,Hit+Run
608906.458,E21,P74,0.12091898264361808,0.0025,3859.153,1059.189,3.0865,13.813,0.8639725694155996,0.0,Hit+Run
626485.749,E12,P390,0.1720276005680981,0.0025,4340.368,1059.189,3.5175,17.866,0.2119719901869208,0.0,Merge
718989.099,E7,P278,0.2114977415093158,0.0025000000000000022,4649.744,1059.189,1.8184,9.9465,0.3865465197743753,0.0,Merge
739799.913,E39,P251,0.08875292323781402,0.0025,3481.139,1059.189,4.2092,16.859,0.8335727305195918,0.0,Hit+Run
743765.956,E39,P251,0.08875292323781402,0.0025,3481.139,1059.189,1.0474,4.1951,0.8246788345721788,0.0,Hit+Run
757815.136,E7,P13,0.2139977415093158,0.0025,4667.993,1059.189,1.0985,6.0341,0.5122647010445283,0.0,Merge
871490.33,E7,P33,0.2164977415093158,0.0025,4686.100,1059.189,3.0879,17.032,0.9892106992057477,0.0,Hit+Run
937826.336,E27,P356,0.08750000000000002,0.0025,3464.680,1059.189,1.417,5.6466,0.32817376554706795,0.0,Merge
996757.173,E3,P2,0.2498514646943456,0.005000000000000004,4915.350,1334.495,1.3792,7.8685,0.8688980528780896,0.0,Hit+Run
1019044.801,E7,P606,0.2164977415093158,0.0025,4686.100,1059.189,2.8727,15.845,0.36181882104854024,0.0,Merge
1053088.633,E3,E38,0.2498514646943456,0.005527805527805528,4915.350,1379.890,2.1349,12.148,0.9833447113406882,0.0,Hit+Run
