time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
70033.683,E157,FRAG1018,0.48665477347907293,0.005527805527805528,6138.574,1379.890,1.5633,11.300,0.3987621915016286,0.010341971361971363,Merge
104174.384,E157,E33,0.49218257900687845,0.01,6161.729,1681.359,1.1175,7.9889,0.554337252167009,0.0,Merge
261242.69,E157,E319,0.5021825790068785,0.005527805527805528,6203.180,1379.890,1.2687,9.2747,0.28181135778837874,0.0,Merge
327327.851,E157,FRAG1003,0.507710384534684,0.012236097236097237,6225.857,1798.352,1.1401,8.1993,0.5386963841152342,0.0,Merge
538130.768,E121,E297,0.010000000000000004,0.005000000000000004,1681.359,1334.495,7.6601,15.262,0.8550479736067131,0.0,Hit+Run
551988.084,E49,FRAG1046,0.5524486497890223,0.007096704039962002,6403.604,1499.728,1.1923,8.9630,0.740074099725247,0.0,Merge
568546.663,E146,FRAG1048,0.015,0.007962986549236906,1924.675,1558.424,4.5984,10.548,0.33834194207894214,0.01743556443556444,Fragment
582886.269,E138,E331,0.005,0.00499999999999998,1334.495,1334.495,6.1831,10.692,0.8066500000000005,0.0,Hit+Run
587326.812,E353,E168,0.010000000000000007,0.005,1681.359,1334.495,8.376,16.689,0.6827784138202657,0.014230229770229771,Graze+Frag
590259.528,E382,E138,0.005000000000000026,0.005,1334.495,1334.495,7.0226,12.144,0.8884500000000009,0.0,Hit+Run
611988.534,FRAG1049,E382,0.007962986549236906,0.005000000000000026,1558.424,1334.495,4.725,8.9360,0.8447939507249114,0.0,Hit+Run
625576.733,E49,FRAG1045,0.5595453538289843,0.007096704039962002,6430.907,1499.728,1.3165,9.9421,0.9064987005516101,0.0,Hit+Run
734159.851,FRAG1052,E382,0.010586028755405449,0.005000000000000026,1713.581,1334.495,3.448,6.9659,0.7700240737042886,0.0,Hit+Run
851626.537,E157,FRAG1019,0.5199464817707812,0.006265236553101129,6275.476,1438.709,2.2961,16.942,0.9516302576995797,0.0,Hit+Run
