time_yr,target,projectile,Mt_Mearth,Mp_Mearth,Rt_km,Rp_km,vimp/vesc,vimp_km/s,b,m_frag_Mearth,Regime
1316.413,E10,E8,0.14002,0.11363999999999999,4052.507,3780.108,1.01,5.1351,0.9120012268644607,0.0,Graze+Merge
26553.878,E4,P734,0.0574,0.0024355585714285716,3010.448,1050.009,4.3003,14.748,0.1408671499872636,0.0,Merge
339258.782,E9,P266,0.07894000000000001,0.0024355585714285716,3347.800,1050.009,2.4496,9.4141,0.389147203919979,0.0,Merge
589801.55,E18,P429,0.0728,0.0024355585714285716,3258.649,1050.009,4.8159,17.979,0.6474704994096125,0.0,Merge
1044476.417,M2,M3,0.05,0.05,2875.083,2875.083,3.0864,11.499,0.78845,0.008702630702630703,Hit+Run+Frag
1054164.186,E3,P172,0.40336,0.0024355585714285716,5766.223,1050.009,1.1507,7.9323,0.15700916046806287,0.0,Merge
1136207.625,M2,FRAG0001,0.049998667998668,0.008702630702630703,2875.058,1605.255,1.1707,3.7859,0.6651315955142869,0.0,Hit+Run
1141327.87,M2,P390,0.049998667998668,0.0024355585714285716,2875.058,1050.009,6.8363,22.323,0.5651863620015016,0.008320013320013319,Fragment
1506640.094,E5,P252,0.0735,0.0024355585714285716,3269.060,1050.009,2.3441,8.7813,0.6735562763613179,0.0,Merge
1632451.982,M3,FRAG0002,0.0412987012987013,0.008320013320013319,2697.569,1581.376,1.9873,6.0460,0.5840290082014872,0.0,Merge
2160241.666,M4,M2,0.05,0.044114213250083245,2875.083,2757.528,3.0614,11.180,0.8314989941316515,0.0,Hit+Run
2193218.382,E12,P608,0.09854,0.0024355585714285716,3604.663,1050.009,1.4628,6.0870,0.8631664509936483,0.0,Hit+Run
2233869.805,E9,P452,0.08137555857142859,0.0024355585714285716,3381.882,1050.009,1.8534,7.2008,0.5055396141071249,0.0,Merge
2289150.164,E4,P34,0.05983555857142857,0.0024355585714285716,3052.438,1050.009,4.3406,15.108,0.47678909548485343,0.0,Merge
2548247.4,E5,P270,0.07593555857142857,0.0024355585714285716,3304.777,1050.009,1.8383,6.9673,0.8516952791887906,0.0,Hit+Run
2588044.251,E9,P840,0.08381111714285716,0.0024355585714285716,3415.291,1050.009,4.6905,18.417,0.9430616137894363,0.0,Hit+Run
2630688.009,E3,P363,0.40579555857142857,0.0024355585714285716,5777.805,1050.009,1.2998,8.9793,0.9403150496404424,0.0,Hit+Run
2717775.342,M0,P569,0.05,0.0024355585714285716,2875.083,1050.009,7.2792,23.769,0.18920163829204864,0.010833499833499833,Fragment
2768486.146,M0,FRAG0003,0.041602058737928736,0.010833499833499833,2704.158,1726.832,1.046,3.2147,0.7941003053314497,0.0,Graze+Merge
3116206.705,E3,E9,0.40579555857142857,0.08381111714285716,5777.805,3415.291,1.0097,6.5832,0.5694155231680268,0.00965967365967366,Fragment
3168904.212,E3,FRAG0004,0.47994700205461205,0.00965967365967366,6110.240,1662.065,1.0596,7.5135,0.9832446373480764,0.0,Hit+Run
3227525.264,E16,P378,0.04256,0.0024355585714285716,2724.756,1050.009,2.0436,6.3036,0.5812211306798237,0.0,Merge
3405802.335,E3,FRAG0004,0.47994700205461205,0.00965967365967366,6110.240,1662.065,1.2421,8.8077,0.19473070814033627,0.0,Merge
3512843.576,M0,P471,0.05243555857142857,0.0024355585714285716,2921.028,1050.009,7.6528,25.415,0.5831702485533503,0.009665334665334665,Fragment
3530896.799,E19,P830,0.041620000000000004,0.0024355585714285716,2704.547,1050.009,8.0009,24.485,0.9999721165128835,0.0,Hit+Run
3673726.375,E3,P45,0.48960667571428573,0.0024355585714285716,6150.960,1050.009,1.8114,13.377,0.4531451190226625,0.0,Merge
3692679.076,E3,P47,0.4920422342857143,0.0024355585714285716,6161.143,1050.009,1.5151,11.209,0.9131729443266027,0.0,Hit+Run
4327982.138,E18,FRAG0005,0.07523555857142858,0.009665334665334665,3294.591,1662.389,17.336,64.101,0.643700627591091,0.08303869463869464,Fragment
4613645.896,E15,P690,0.11428,0.0024355585714285716,3787.191,1050.009,1.6044,7.0410,0.706672885121247,0.0,Merge
4794245.899,M1,FRAG0007,0.05,0.00566966366966367,2875.083,1391.595,17.630,56.895,0.2664386330831287,0.050142857142857156,Fragment
